model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",ldm-text2im-large-256,stable-diffusion-v1-4,stable-diffusion-v1-5,stable-diffusion-2-1,stable-diffusion-xl-base-1.0,stable-diffusion-xl-refiner-1.0,sd-turbo,sdxl-turbo,lcm-lora-sdv1-5,lcm-lora-sdxl,sd-controlnet-canny,sd21-controlnet-canny,controlnet-canny-sdxl-1.0,stable-diffusion-inpainting,stable-diffusion-2-inpainting,stable-diffusion-xl-1.0-inpainting-0.1
hyperiqa,"(72.36, 55.84, 15.17, 96.5)","(89.03, 57.54, 15.56, 99.52)","(91.24, 57.58, 15.4, 99.76)","(90.81, 57.3, 14.84, 99.76)","(88.06, 57.51, 15.64, 99.38)","(65.24, 56.74, 15.18, 98.3)","(66.19, 55.3, 15.5, 95.1)","(64.49, 56.18, 14.9, 97.46)","(66.15, 56.39, 14.76, 98.02)","(90.66, 57.42, 15.44, 99.4)","(66.71, 56.83, 15.04, 98.62)","(77.49, 57.05, 15.0, 99.1)","(69.02, 56.4, 15.04, 97.76)","(79.08, 55.51, 14.8, 96.22)","(54.48, 53.86, 15.3, 92.42)","(49.73, 51.37, 15.02, 87.72)","(49.37, 50.44, 15.36, 85.52)"
tres,"(72.65, 60.71, 32.23, 89.19)","(91.53, 65.41, 32.26, 98.56)","(91.99, 65.52, 31.9, 99.14)","(91.84, 65.81, 32.42, 99.2)","(88.37, 65.37, 32.08, 98.66)","(65.22, 60.06, 32.1, 88.02)","(62.46, 59.9, 32.4, 87.4)","(64.04, 59.66, 32.44, 86.88)","(65.85, 61.26, 32.4, 90.12)","(89.48, 65.39, 32.16, 98.62)","(64.43, 59.84, 32.26, 87.42)","(80.44, 63.94, 32.16, 95.72)","(68.74, 61.2, 32.46, 89.94)","(79.1, 61.1, 31.92, 90.28)","(56.95, 55.65, 32.58, 78.72)","(51.06, 50.71, 31.98, 69.44)","(50.89, 50.55, 32.18, 68.92)"
contrique,"(83.52, 66.62, 39.71, 93.54)","(97.69, 69.78, 39.62, 99.94)","(96.26, 69.68, 39.48, 99.88)","(96.11, 69.68, 39.38, 99.98)","(95.42, 69.75, 39.6, 99.9)","(88.12, 69.63, 39.62, 99.64)","(83.45, 68.02, 39.8, 96.24)","(82.08, 69.88, 40.4, 99.36)","(88.08, 69.52, 39.48, 99.56)","(94.38, 69.66, 39.5, 99.82)","(88.28, 69.84, 40.34, 99.34)","(86.73, 69.09, 39.36, 98.82)","(85.17, 69.42, 39.64, 99.2)","(90.72, 69.79, 40.22, 99.36)","(58.22, 56.78, 40.4, 73.16)","(54.37, 53.99, 39.32, 68.66)","(51.32, 51.43, 39.12, 63.74)"
reiqa,"(88.37, 80.04, 79.91, 80.17)","(98.54, 89.39, 80.04, 98.74)","(99.04, 89.8, 80.5, 99.1)","(98.99, 89.49, 79.9, 99.08)","(97.12, 87.62, 79.76, 95.48)","(89.0, 79.95, 79.94, 79.96)","(80.12, 71.32, 79.92, 62.72)","(88.31, 79.94, 79.76, 80.12)","(86.1, 77.7, 79.7, 75.7)","(96.54, 87.21, 79.96, 94.46)","(91.32, 83.65, 79.82, 87.48)","(96.58, 88.22, 79.98, 96.46)","(87.85, 79.72, 79.64, 79.8)","(89.68, 80.85, 80.04, 81.66)","(90.89, 82.22, 79.62, 84.82)","(68.76, 61.53, 79.84, 43.22)","(55.14, 52.02, 80.2, 23.84)"
arniqa,"(84.11, 75.19, 63.04, 87.34)","(99.02, 81.29, 62.88, 99.7)","(97.65, 81.09, 62.78, 99.4)","(97.6, 81.01, 62.68, 99.34)","(96.59, 81.35, 63.58, 99.12)","(86.21, 79.59, 62.98, 96.2)","(77.86, 75.53, 63.52, 87.54)","(85.32, 78.63, 62.28, 94.98)","(86.24, 78.89, 62.56, 95.22)","(94.14, 80.28, 63.08, 97.48)","(86.13, 80.36, 63.22, 97.5)","(93.1, 80.04, 62.72, 97.36)","(88.8, 78.93, 63.2, 94.66)","(90.7, 79.39, 63.14, 95.64)","(62.03, 61.65, 63.18, 60.12)","(53.67, 54.02, 63.4, 44.64)","(50.71, 50.93, 63.4, 38.46)"
