model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",ldm-text2im-large-256,stable-diffusion-v1-4,stable-diffusion-v1-5,stable-diffusion-2-1,stable-diffusion-xl-base-1.0,stable-diffusion-xl-refiner-1.0,sd-turbo,sdxl-turbo,lcm-lora-sdv1-5,lcm-lora-sdxl,sd-controlnet-canny,sd21-controlnet-canny,controlnet-canny-sdxl-1.0,stable-diffusion-inpainting,stable-diffusion-2-inpainting,stable-diffusion-xl-1.0-inpainting-0.1
hyperiqa,"(71.67, 59.0, 31.62, 86.38)","(97.23, 65.65, 31.62, 99.68)","(94.8, 65.28, 31.62, 98.94)","(94.38, 65.29, 31.62, 98.96)","(91.91, 64.79, 31.62, 97.96)","(58.96, 57.92, 31.62, 84.22)","(66.54, 57.16, 31.62, 82.7)","(65.87, 59.35, 31.62, 87.08)","(59.9, 56.8, 31.62, 81.98)","(83.62, 61.79, 31.62, 91.96)","(52.28, 50.35, 31.62, 69.08)","(78.9, 61.72, 31.62, 91.82)","(61.87, 55.11, 31.62, 78.6)","(75.62, 56.13, 31.62, 80.64)","(61.71, 59.82, 31.62, 88.02)","(52.68, 54.64, 31.62, 77.66)","(50.45, 52.2, 31.62, 72.78)"
tres,"(73.42, 60.96, 33.94, 87.99)","(97.93, 66.93, 33.94, 99.92)","(94.68, 66.77, 33.94, 99.6)","(94.36, 66.77, 33.94, 99.6)","(92.29, 66.51, 33.94, 99.08)","(59.36, 56.21, 33.94, 78.48)","(67.49, 61.62, 33.94, 89.3)","(61.92, 58.27, 33.94, 82.6)","(59.53, 56.56, 33.94, 79.18)","(85.0, 65.29, 33.94, 96.64)","(56.88, 54.78, 33.94, 75.62)","(85.34, 65.52, 33.94, 97.1)","(67.23, 60.36, 33.94, 86.78)","(83.93, 64.05, 33.94, 94.16)","(64.37, 60.28, 33.94, 86.62)","(52.79, 53.36, 33.94, 72.78)","(51.57, 52.15, 33.94, 70.36)"
contrique,"(68.86, 61.89, 53.76, 70.03)","(97.09, 76.37, 53.76, 98.98)","(94.14, 75.66, 53.76, 97.56)","(93.74, 75.55, 53.76, 97.34)","(91.77, 74.22, 53.76, 94.68)","(59.76, 58.94, 53.76, 64.12)","(60.73, 58.55, 53.76, 63.34)","(58.48, 57.58, 53.76, 61.4)","(64.21, 61.04, 53.76, 68.32)","(84.42, 70.02, 53.76, 86.28)","(54.65, 54.4, 53.76, 55.04)","(65.87, 60.06, 53.76, 66.36)","(56.36, 53.46, 53.76, 53.16)","(62.47, 53.41, 53.76, 53.06)","(58.23, 59.16, 53.76, 64.56)","(52.9, 53.87, 53.76, 53.98)","(46.94, 48.0, 53.76, 42.24)"
reiqa,"(77.11, 69.89, 76.08, 63.7)","(98.6, 87.44, 76.08, 98.8)","(97.3, 86.36, 76.08, 96.64)","(96.97, 86.04, 76.08, 96.0)","(92.57, 81.8, 76.08, 87.52)","(64.07, 59.01, 76.08, 41.94)","(65.09, 60.29, 76.08, 44.5)","(66.31, 60.67, 76.08, 45.26)","(61.63, 56.66, 76.08, 37.24)","(88.71, 78.75, 76.08, 81.42)","(69.67, 63.74, 76.08, 51.4)","(90.38, 81.71, 76.08, 87.34)","(69.43, 63.09, 76.08, 50.1)","(76.83, 66.14, 76.08, 56.2)","(82.23, 76.11, 76.08, 76.14)","(61.51, 58.51, 76.08, 40.94)","(52.52, 51.9, 76.08, 27.72)"
arniqa,"(68.02, 57.84, 43.56, 72.11)","(99.45, 71.73, 43.56, 99.9)","(94.06, 70.41, 43.56, 97.26)","(93.53, 70.39, 43.56, 97.22)","(91.63, 69.22, 43.56, 94.88)","(46.49, 43.03, 43.56, 42.5)","(68.02, 62.29, 43.56, 81.02)","(51.02, 46.82, 43.56, 50.08)","(50.76, 47.41, 43.56, 51.26)","(74.67, 60.22, 43.56, 76.88)","(46.27, 42.72, 43.56, 41.88)","(77.52, 63.59, 43.56, 83.62)","(52.38, 47.77, 43.56, 51.98)","(71.96, 57.92, 43.56, 72.28)","(64.9, 63.44, 43.56, 83.32)","(52.04, 53.55, 43.56, 63.54)","(53.69, 54.85, 43.56, 66.14)"
