model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",ldm-text2im-large-256,stable-diffusion-v1-4,stable-diffusion-v1-5,stable-diffusion-2-1,stable-diffusion-xl-base-1.0,stable-diffusion-xl-refiner-1.0,sd-turbo,sdxl-turbo,lcm-lora-sdv1-5,lcm-lora-sdxl,sd-controlnet-canny,sd21-controlnet-canny,controlnet-canny-sdxl-1.0,stable-diffusion-inpainting,stable-diffusion-2-inpainting,stable-diffusion-xl-1.0-inpainting-0.1
hyperiqa,"(81.43, 66.22, 41.88, 90.57)","(98.44, 70.86, 41.88, 99.84)","(98.17, 70.8, 41.88, 99.72)","(98.0, 70.8, 41.88, 99.72)","(96.4, 70.49, 41.88, 99.1)","(78.91, 68.2, 41.88, 94.52)","(81.85, 66.16, 41.88, 90.44)","(82.92, 68.27, 41.88, 94.66)","(78.93, 66.96, 41.88, 92.04)","(93.32, 69.77, 41.88, 97.66)","(69.91, 63.3, 41.88, 84.72)","(90.82, 69.84, 41.88, 97.8)","(79.15, 66.07, 41.88, 90.26)","(84.94, 65.04, 41.88, 88.2)","(64.61, 63.04, 41.88, 84.2)","(54.35, 56.39, 41.88, 70.9)","(52.13, 53.61, 41.88, 65.34)"
tres,"(81.12, 69.58, 51.28, 87.88)","(99.02, 75.58, 51.28, 99.88)","(97.97, 75.53, 51.28, 99.78)","(97.8, 75.56, 51.28, 99.84)","(96.5, 75.36, 51.28, 99.44)","(78.51, 70.05, 51.28, 88.82)","(74.7, 69.14, 51.28, 87.0)","(77.17, 69.61, 51.28, 87.94)","(75.54, 69.36, 51.28, 87.44)","(92.33, 74.44, 51.28, 97.6)","(71.08, 66.52, 51.28, 81.76)","(93.3, 74.82, 51.28, 98.36)","(80.74, 70.84, 51.28, 90.4)","(89.11, 72.87, 51.28, 94.46)","(67.19, 65.05, 51.28, 78.82)","(54.17, 55.18, 51.28, 59.08)","(52.76, 53.39, 51.28, 55.5)"
contrique,"(84.03, 76.22, 68.52, 83.92)","(98.89, 84.08, 68.52, 99.64)","(98.83, 84.06, 68.52, 99.6)","(98.73, 84.1, 68.52, 99.68)","(97.56, 83.57, 68.52, 98.62)","(87.08, 81.58, 68.52, 94.64)","(82.93, 76.27, 68.52, 84.02)","(85.16, 79.91, 68.52, 91.3)","(87.75, 81.21, 68.52, 93.9)","(95.95, 83.05, 68.52, 97.58)","(80.83, 77.85, 68.52, 87.18)","(89.44, 80.23, 68.52, 91.94)","(84.42, 78.7, 68.52, 88.88)","(83.95, 75.17, 68.52, 81.82)","(64.81, 62.87, 68.52, 57.22)","(57.32, 56.37, 68.52, 44.22)","(50.84, 50.53, 68.52, 32.54)"
reiqa,"(88.44, 80.22, 83.7, 76.74)","(99.52, 91.64, 83.7, 99.58)","(99.51, 91.52, 83.7, 99.34)","(99.47, 91.5, 83.7, 99.3)","(98.03, 89.97, 83.7, 96.24)","(86.95, 77.16, 83.7, 70.62)","(82.63, 73.62, 83.7, 63.54)","(88.58, 79.21, 83.7, 74.72)","(83.73, 73.91, 83.7, 64.12)","(96.53, 88.52, 83.7, 93.34)","(88.88, 80.76, 83.7, 77.82)","(97.73, 90.28, 83.7, 96.86)","(87.3, 78.27, 83.7, 72.84)","(88.96, 78.74, 83.7, 73.78)","(90.22, 82.63, 83.7, 81.56)","(68.88, 61.6, 83.7, 39.5)","(58.07, 54.23, 83.7, 24.76)"
arniqa,"(87.34, 76.08, 62.38, 89.79)","(99.85, 81.18, 62.38, 99.98)","(99.54, 81.14, 62.38, 99.9)","(99.49, 81.14, 62.38, 99.9)","(99.03, 81.04, 62.38, 99.7)","(89.24, 78.83, 62.38, 95.28)","(90.44, 78.7, 62.38, 95.02)","(88.9, 78.35, 62.38, 94.32)","(90.08, 78.78, 62.38, 95.18)","(95.54, 79.72, 62.38, 97.06)","(79.39, 73.23, 62.38, 84.08)","(96.71, 80.91, 62.38, 99.44)","(87.47, 77.57, 62.38, 92.76)","(90.83, 77.45, 62.38, 92.52)","(73.83, 71.89, 62.38, 81.4)","(58.82, 59.14, 62.38, 55.9)","(58.29, 58.28, 62.38, 54.18)"
