model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",ldm-text2im-large-256,stable-diffusion-v1-4,stable-diffusion-v1-5,stable-diffusion-2-1,stable-diffusion-xl-base-1.0,stable-diffusion-xl-refiner-1.0,sd-turbo,sdxl-turbo,lcm-lora-sdv1-5,lcm-lora-sdxl,sd-controlnet-canny,sd21-controlnet-canny,controlnet-canny-sdxl-1.0,stable-diffusion-inpainting,stable-diffusion-2-inpainting,stable-diffusion-xl-1.0-inpainting-0.1
hyperiqa,"(80.18, 65.35, 42.7, 88.0)","(98.69, 71.26, 42.7, 99.82)","(98.11, 71.2, 42.7, 99.7)","(97.95, 71.15, 42.7, 99.6)","(96.3, 70.8, 42.7, 98.9)","(76.56, 67.37, 42.7, 92.04)","(80.28, 64.86, 42.7, 87.02)","(81.29, 67.83, 42.7, 92.96)","(76.69, 65.89, 42.7, 89.08)","(92.52, 69.49, 42.7, 96.28)","(67.07, 60.53, 42.7, 78.36)","(90.17, 69.69, 42.7, 96.68)","(77.48, 64.93, 42.7, 87.16)","(84.36, 64.22, 42.7, 85.74)","(62.99, 61.82, 42.7, 80.94)","(52.37, 53.56, 42.7, 64.42)","(50.01, 50.98, 42.7, 59.26)"
tres,"(80.92, 71.01, 57.72, 84.3)","(99.19, 78.8, 57.72, 99.88)","(98.13, 78.73, 57.72, 99.74)","(97.98, 78.73, 57.72, 99.74)","(96.82, 78.48, 57.72, 99.24)","(77.95, 70.96, 57.72, 84.2)","(76.13, 70.96, 57.72, 84.2)","(77.56, 71.09, 57.72, 84.46)","(75.88, 70.44, 57.72, 83.16)","(92.48, 77.25, 57.72, 96.78)","(70.94, 67.38, 57.72, 77.04)","(93.5, 77.85, 57.72, 97.98)","(81.04, 72.56, 57.72, 87.4)","(90.09, 75.6, 57.72, 93.48)","(65.04, 64.1, 57.72, 70.48)","(51.62, 52.34, 57.72, 46.96)","(50.43, 50.93, 57.72, 44.14)"
contrique,"(84.94, 78.84, 80.36, 77.32)","(99.28, 89.98, 80.36, 99.6)","(99.06, 89.89, 80.36, 99.42)","(99.0, 89.89, 80.36, 99.42)","(97.99, 89.11, 80.36, 97.86)","(88.73, 84.79, 80.36, 89.22)","(85.3, 78.83, 80.36, 77.3)","(86.93, 82.53, 80.36, 84.7)","(89.77, 84.77, 80.36, 89.18)","(96.5, 87.88, 80.36, 95.4)","(83.25, 78.99, 80.36, 77.62)","(90.54, 83.44, 80.36, 86.52)","(86.37, 80.48, 80.36, 80.6)","(86.28, 77.14, 80.36, 73.92)","(66.05, 61.32, 80.36, 42.28)","(55.23, 53.34, 80.36, 26.32)","(48.79, 49.1, 80.36, 17.84)"
reiqa,"(88.48, 80.25, 88.82, 71.67)","(99.63, 94.13, 88.82, 99.44)","(99.54, 93.95, 88.82, 99.08)","(99.48, 93.82, 88.82, 98.82)","(98.02, 91.55, 88.82, 94.28)","(86.82, 75.69, 88.82, 62.56)","(82.77, 71.76, 88.82, 54.7)","(88.29, 77.89, 88.82, 66.96)","(83.59, 72.23, 88.82, 55.64)","(96.49, 89.56, 88.82, 90.3)","(89.37, 79.78, 88.82, 70.74)","(97.8, 91.99, 88.82, 95.16)","(87.51, 77.07, 88.82, 65.32)","(89.38, 78.46, 88.82, 68.1)","(91.89, 83.75, 88.82, 78.68)","(67.88, 59.23, 88.82, 29.64)","(57.22, 53.07, 88.82, 17.32)"
arniqa,"(84.62, 73.16, 59.3, 87.01)","(99.87, 79.63, 59.3, 99.96)","(99.33, 79.57, 59.3, 99.84)","(99.25, 79.48, 59.3, 99.66)","(98.57, 79.4, 59.3, 99.5)","(82.11, 73.72, 59.3, 88.14)","(87.25, 76.05, 59.3, 92.8)","(83.7, 74.2, 59.3, 89.1)","(85.14, 74.84, 59.3, 90.38)","(93.12, 76.92, 59.3, 94.54)","(71.31, 65.34, 59.3, 71.38)","(94.71, 78.94, 59.3, 98.58)","(81.9, 73.25, 59.3, 87.2)","(87.54, 73.9, 59.3, 88.5)","(76.89, 72.17, 59.3, 85.04)","(58.67, 58.6, 59.3, 57.9)","(54.59, 54.49, 59.3, 49.68)"
