model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",ldm-text2im-large-256,stable-diffusion-v1-4,stable-diffusion-v1-5,stable-diffusion-2-1,stable-diffusion-xl-base-1.0,stable-diffusion-xl-refiner-1.0,sd-turbo,sdxl-turbo,lcm-lora-sdv1-5,lcm-lora-sdxl,sd-controlnet-canny,sd21-controlnet-canny,controlnet-canny-sdxl-1.0,stable-diffusion-inpainting,stable-diffusion-2-inpainting,stable-diffusion-xl-1.0-inpainting-0.1
hyperiqa,"(74.79, 59.8, 25.24, 94.37)","(93.46, 62.33, 25.02, 99.64)","(94.02, 62.5, 25.24, 99.76)","(93.84, 62.39, 25.14, 99.64)","(91.02, 62.24, 25.14, 99.34)","(68.4, 61.31, 25.36, 97.26)","(69.88, 59.1, 25.3, 92.9)","(68.91, 60.8, 25.28, 96.32)","(68.35, 60.76, 25.26, 96.26)","(91.53, 62.16, 25.0, 99.32)","(66.68, 61.44, 25.22, 97.66)","(84.5, 62.0, 25.14, 98.86)","(70.96, 60.76, 25.28, 96.24)","(78.52, 59.15, 25.44, 92.86)","(56.7, 56.88, 25.38, 88.38)","(49.43, 51.56, 25.34, 77.78)","(50.44, 51.5, 25.22, 77.78)"
tres,"(75.6, 61.18, 30.5, 91.85)","(95.83, 65.04, 30.46, 99.62)","(94.81, 65.03, 30.34, 99.72)","(94.56, 65.21, 30.66, 99.76)","(91.73, 65.02, 30.58, 99.46)","(69.65, 60.98, 30.36, 91.6)","(63.82, 60.43, 30.72, 90.14)","(68.16, 60.6, 30.58, 90.62)","(67.4, 61.32, 30.54, 92.1)","(90.8, 64.72, 30.3, 99.14)","(66.8, 60.31, 30.52, 90.1)","(88.05, 64.8, 30.64, 98.96)","(72.59, 62.01, 30.56, 93.46)","(81.3, 61.94, 30.46, 93.42)","(61.18, 57.74, 30.36, 85.12)","(51.16, 51.63, 30.66, 72.6)","(51.84, 52.08, 30.32, 73.84)"
contrique,"(85.91, 68.03, 40.9, 95.17)","(99.43, 70.49, 41.0, 99.98)","(98.68, 70.43, 40.9, 99.96)","(98.6, 70.58, 41.16, 100.0)","(97.95, 70.33, 40.72, 99.94)","(88.37, 70.16, 40.68, 99.64)","(84.04, 69.27, 40.86, 97.68)","(83.72, 70.1, 40.84, 99.36)","(89.89, 70.19, 40.7, 99.68)","(96.51, 70.38, 40.9, 99.86)","(84.23, 70.2, 41.04, 99.36)","(95.91, 70.53, 41.14, 99.92)","(87.14, 70.05, 40.7, 99.4)","(90.26, 70.17, 40.94, 99.4)","(66.58, 63.31, 40.88, 85.74)","(58.4, 57.38, 40.92, 73.84)","(54.9, 54.96, 41.0, 68.92)"
reiqa,"(89.51, 80.56, 77.25, 83.87)","(99.46, 88.61, 77.4, 99.82)","(99.59, 88.53, 77.24, 99.82)","(99.54, 88.55, 77.3, 99.8)","(98.19, 87.99, 77.32, 98.66)","(88.01, 78.39, 77.12, 79.66)","(83.24, 74.82, 77.12, 72.52)","(89.42, 80.94, 77.06, 84.82)","(85.25, 76.39, 77.34, 75.44)","(97.77, 87.55, 77.2, 97.9)","(89.85, 81.71, 77.32, 86.1)","(98.55, 88.43, 77.26, 99.6)","(90.22, 82.19, 77.14, 87.24)","(91.33, 82.12, 77.44, 86.8)","(94.64, 85.33, 77.16, 93.5)","(70.89, 64.3, 77.32, 51.28)","(56.22, 53.17, 77.32, 29.02)"
arniqa,"(89.53, 80.68, 72.58, 88.77)","(99.86, 86.14, 72.3, 99.98)","(99.56, 86.27, 72.56, 99.98)","(99.51, 86.29, 72.58, 100.0)","(99.01, 86.21, 72.58, 99.84)","(95.14, 86.08, 72.94, 99.22)","(91.25, 84.73, 72.76, 96.7)","(95.06, 85.79, 72.56, 99.02)","(94.55, 85.59, 72.68, 98.5)","(98.1, 85.83, 72.18, 99.48)","(94.34, 85.93, 72.6, 99.26)","(98.72, 86.24, 72.6, 99.88)","(95.0, 85.25, 72.58, 97.92)","(95.43, 85.32, 72.58, 98.06)","(71.29, 69.8, 72.7, 66.9)","(54.08, 53.93, 72.62, 35.24)","(51.65, 51.44, 72.52, 30.36)"
