model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",midjourney,sdv4,sdv5,adm,glide,wukong,vqdm,biggan
hyperiqa,"(74.07, 61.0, 31.69, 90.33)","(78.61, 62.02, 31.48, 92.57)","(94.59, 65.67, 32.22, 99.13)","(94.19, 65.24, 31.19, 99.3)","(54.52, 56.11, 31.55, 80.67)","(69.52, 60.63, 32.0, 89.27)","(91.48, 64.96, 32.4, 97.52)","(65.03, 58.59, 30.43, 86.75)","(44.66, 54.82, 32.22, 77.42)"
tres,"(72.27, 56.87, 31.66, 82.09)","(80.08, 61.94, 31.03, 92.85)","(95.19, 65.89, 32.13, 99.65)","(94.54, 65.52, 31.47, 99.56)","(49.69, 50.5, 31.37, 69.63)","(63.3, 55.95, 30.57, 81.33)","(93.3, 65.72, 32.28, 99.17)","(64.17, 57.89, 32.12, 83.67)","(37.93, 31.58, 32.27, 30.9)"
contrique,"(78.34, 67.96, 47.21, 88.71)","(79.49, 69.45, 52.67, 86.23)","(96.1, 76.22, 53.8, 98.65)","(95.78, 75.47, 52.26, 98.68)","(59.41, 62.29, 51.28, 73.3)","(71.34, 67.21, 52.12, 82.3)","(93.22, 74.58, 53.48, 95.67)","(67.65, 65.31, 52.43, 78.18)","(63.76, 53.17, 9.63, 96.7)"
reiqa,"(79.12, 72.31, 75.66, 68.96)","(87.2, 77.82, 78.82, 76.83)","(98.58, 88.57, 78.9, 98.23)","(98.49, 88.22, 78.44, 98.01)","(60.67, 57.58, 78.47, 36.68)","(67.47, 62.28, 78.97, 45.58)","(96.78, 87.06, 78.97, 95.15)","(67.06, 61.92, 78.52, 45.33)","(56.69, 55.03, 54.18, 55.88)"
arniqa,"(82.72, 72.83, 57.3, 88.35)","(86.54, 75.05, 57.87, 92.23)","(97.48, 78.33, 57.32, 99.35)","(97.59, 78.12, 57.12, 99.11)","(68.98, 67.67, 57.47, 77.87)","(75.67, 71.21, 58.48, 83.93)","(95.46, 78.14, 58.43, 97.85)","(74.91, 68.3, 57.93, 78.67)","(65.12, 65.79, 53.8, 77.78)"
