model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",midjourney,sdv4,sdv5,adm,glide,wukong,vqdm,biggan
hyperiqa,"(73.95, 61.15, 32.41, 89.89)","(78.28, 62.11, 31.97, 92.25)","(94.2, 66.02, 32.83, 99.2)","(93.89, 65.46, 31.89, 99.02)","(54.34, 55.58, 31.72, 79.45)","(69.31, 60.76, 33.07, 88.45)","(91.33, 65.29, 33.08, 97.5)","(65.11, 58.93, 31.88, 85.98)","(45.11, 55.06, 32.83, 77.28)"
tres,"(71.89, 56.6, 31.6, 81.58)","(79.33, 62.16, 31.88, 92.43)","(94.89, 65.48, 31.38, 99.57)","(94.19, 65.34, 31.21, 99.48)","(49.45, 49.92, 31.28, 68.55)","(62.59, 55.35, 30.83, 79.87)","(93.03, 65.46, 31.77, 99.15)","(63.69, 57.41, 31.87, 82.95)","(37.96, 31.64, 32.62, 30.67)"
contrique,"(77.75, 65.28, 39.42, 91.15)","(78.87, 66.66, 43.87, 89.45)","(95.89, 71.96, 44.85, 99.07)","(95.44, 71.53, 44.04, 99.02)","(57.3, 60.82, 43.03, 78.62)","(70.31, 64.58, 43.68, 85.47)","(92.82, 70.88, 45.05, 96.72)","(67.34, 63.49, 43.43, 83.55)","(64.06, 52.36, 7.45, 97.27)"
reiqa,"(77.93, 71.24, 72.23, 70.24)","(86.19, 76.61, 75.35, 77.87)","(98.23, 86.69, 75.25, 98.13)","(98.16, 86.46, 74.92, 97.99)","(58.67, 57.35, 75.42, 39.28)","(65.6, 61.38, 75.07, 47.68)","(96.28, 85.27, 75.37, 95.17)","(65.76, 61.52, 75.0, 48.03)","(54.54, 54.61, 51.47, 57.75)"
arniqa,"(82.84, 70.78, 50.02, 91.55)","(86.35, 72.51, 50.43, 94.58)","(97.35, 74.59, 49.7, 99.48)","(97.43, 74.54, 49.68, 99.41)","(68.51, 66.41, 49.68, 83.13)","(75.38, 69.35, 50.8, 87.9)","(95.27, 74.48, 50.38, 98.58)","(75.58, 67.76, 50.38, 85.13)","(66.88, 66.63, 49.08, 84.18)"
