model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",midjourney,sdv4,sdv5,adm,glide,wukong,vqdm,biggan
hyperiqa,"(73.41, 62.82, 38.14, 87.5)","(77.42, 64.14, 38.02, 90.27)","(93.11, 68.28, 38.2, 98.37)","(92.88, 67.98, 37.71, 98.24)","(53.7, 56.28, 38.27, 74.3)","(68.21, 61.48, 37.82, 85.13)","(90.95, 67.71, 38.72, 96.7)","(64.47, 59.86, 37.62, 82.1)","(46.56, 56.85, 38.77, 74.93)"
tres,"(70.31, 56.89, 35.48, 78.3)","(75.89, 61.87, 35.75, 87.98)","(93.54, 67.34, 35.52, 99.17)","(92.64, 66.97, 34.96, 98.98)","(48.16, 48.98, 35.28, 62.68)","(59.71, 54.66, 35.1, 74.22)","(92.15, 67.05, 35.35, 98.75)","(61.85, 56.47, 35.38, 77.55)","(38.57, 31.8, 36.53, 27.07)"
contrique,"(74.89, 61.93, 33.43, 90.43)","(77.11, 64.18, 37.65, 90.7)","(94.22, 68.57, 38.32, 98.82)","(93.91, 68.26, 37.87, 98.65)","(51.16, 54.72, 37.02, 72.42)","(67.07, 60.63, 36.8, 84.47)","(92.13, 68.08, 38.67, 97.48)","(63.6, 60.06, 37.37, 82.75)","(59.92, 50.93, 3.75, 98.12)"
reiqa,"(74.29, 67.53, 64.31, 70.76)","(82.17, 73.04, 67.6, 78.48)","(96.82, 82.23, 66.98, 97.48)","(96.7, 81.88, 66.55, 97.21)","(53.66, 54.71, 67.2, 42.22)","(61.31, 59.22, 66.65, 51.78)","(95.05, 80.88, 66.72, 95.05)","(59.12, 57.93, 66.93, 48.93)","(49.5, 50.38, 45.82, 54.95)"
arniqa,"(74.89, 62.34, 32.53, 92.15)","(77.51, 63.92, 31.75, 96.1)","(93.53, 65.92, 32.43, 99.42)","(93.83, 65.58, 31.84, 99.31)","(54.31, 57.26, 31.85, 82.67)","(60.21, 58.08, 32.45, 83.7)","(91.87, 65.66, 32.22, 99.1)","(66.79, 60.96, 31.82, 90.1)","(61.06, 61.34, 35.87, 86.82)"
