model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",midjourney,sdv4,sdv5,adm,glide,wukong,vqdm,biggan
hyperiqa,"(66.29, 50.84, 5.15, 96.54)","(71.02, 51.13, 5.13, 97.13)","(89.35, 52.6, 5.48, 99.72)","(89.28, 52.52, 5.29, 99.75)","(45.93, 49.58, 5.02, 94.15)","(53.19, 47.48, 4.62, 90.35)","(88.92, 52.77, 5.82, 99.72)","(56.51, 49.98, 4.87, 95.1)","(36.15, 50.69, 4.98, 96.4)"
tres,"(67.16, 55.05, 34.13, 75.97)","(72.64, 60.83, 34.15, 87.52)","(90.76, 66.52, 34.35, 98.7)","(90.2, 65.94, 33.32, 98.56)","(45.33, 46.31, 34.05, 58.57)","(54.46, 52.92, 33.95, 71.88)","(89.69, 65.88, 33.47, 98.3)","(55.58, 53.05, 33.75, 72.35)","(38.66, 28.92, 35.98, 21.87)"
contrique,"(73.28, 58.12, 22.36, 93.88)","(81.61, 61.07, 25.6, 96.53)","(91.83, 63.06, 26.45, 99.67)","(91.64, 62.18, 24.82, 99.52)","(54.7, 54.68, 25.15, 84.22)","(68.54, 58.2, 25.32, 91.08)","(90.56, 61.76, 24.8, 98.72)","(55.8, 53.96, 26.47, 81.45)","(51.57, 50.08, 0.28, 99.87)"
reiqa,"(77.05, 70.8, 75.58, 66.01)","(88.05, 78.79, 77.62, 79.97)","(98.89, 88.01, 76.68, 99.33)","(98.75, 88.12, 77.04, 99.2)","(57.57, 55.4, 76.27, 34.53)","(66.74, 62.2, 76.62, 47.78)","(97.83, 87.61, 77.25, 97.97)","(62.03, 58.68, 77.32, 40.03)","(46.53, 47.56, 65.83, 29.28)"
arniqa,"(70.21, 61.63, 43.72, 79.54)","(79.23, 67.7, 46.25, 89.15)","(93.18, 72.31, 46.22, 98.4)","(93.37, 71.69, 45.2, 98.19)","(51.26, 53.93, 45.83, 62.03)","(53.23, 53.1, 46.28, 59.92)","(91.19, 71.78, 47.3, 96.25)","(55.32, 54.28, 47.58, 60.98)","(44.86, 48.23, 25.1, 71.37)"
