model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",midjourney,sdv4,sdv5,adm,glide,wukong,vqdm,biggan
hyperiqa,"(73.57, 59.25, 27.57, 90.94)","(78.05, 59.75, 26.8, 92.7)","(94.81, 64.05, 28.65, 99.45)","(94.52, 63.31, 27.16, 99.46)","(54.18, 55.19, 28.13, 82.25)","(69.07, 58.77, 27.63, 89.9)","(91.18, 62.92, 27.98, 97.87)","(63.62, 57.3, 26.15, 88.45)","(43.15, 52.72, 28.03, 77.42)"
tres,"(72.51, 56.83, 31.54, 82.12)","(80.58, 61.97, 31.32, 92.62)","(95.56, 65.68, 31.68, 99.68)","(95.17, 65.47, 31.31, 99.62)","(49.8, 50.86, 31.92, 69.8)","(64.24, 56.54, 31.07, 82.02)","(93.56, 65.59, 31.98, 99.2)","(63.28, 57.03, 30.93, 83.13)","(37.87, 31.5, 32.08, 30.92)"
contrique,"(77.34, 70.34, 63.49, 77.19)","(78.93, 71.28, 69.97, 72.58)","(96.21, 83.72, 70.78, 96.67)","(96.04, 83.55, 70.69, 96.41)","(59.68, 59.71, 70.42, 49.0)","(69.96, 66.51, 68.98, 64.03)","(92.72, 80.88, 71.1, 90.67)","(65.2, 62.34, 69.88, 54.8)","(60.0, 54.75, 16.1, 93.4)"
reiqa,"(79.79, 73.16, 82.34, 63.99)","(87.1, 77.17, 84.83, 69.5)","(99.02, 91.62, 85.1, 98.15)","(98.9, 91.66, 85.35, 97.96)","(62.27, 57.49, 85.3, 29.68)","(67.68, 60.32, 85.15, 35.5)","(97.18, 89.59, 85.5, 93.68)","(68.71, 61.68, 85.72, 37.65)","(57.44, 55.79, 61.75, 49.83)"
arniqa,"(76.92, 70.41, 65.66, 75.15)","(81.38, 73.08, 67.13, 79.02)","(95.59, 81.62, 66.18, 97.07)","(95.95, 81.88, 66.86, 96.89)","(57.54, 57.86, 66.08, 49.63)","(72.23, 70.58, 65.9, 75.25)","(92.78, 80.2, 66.8, 93.6)","(63.02, 59.84, 66.03, 53.65)","(56.91, 58.2, 60.27, 56.13)"
