model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",midjourney,sdv4,sdv5,adm,glide,wukong,vqdm,biggan
clip-resnet50,"(70.39, 65.42, 69.58, 61.27)","(74.55, 69.81, 68.88, 70.73)","(90.44, 80.47, 69.12, 91.82)","(90.44, 80.74, 69.95, 91.52)","(52.04, 52.37, 69.97, 34.77)","(72.13, 67.09, 69.18, 65.0)","(88.27, 79.69, 69.82, 89.57)","(57.97, 55.98, 69.67, 42.3)","(37.24, 37.24, 70.05, 4.43)"
clip-vit-l-14,"(81.76, 69.61, 93.73, 45.49)","(86.1, 71.78, 93.47, 50.08)","(92.52, 81.46, 94.07, 68.85)","(92.53, 81.65, 93.62, 69.68)","(59.13, 52.73, 93.93, 11.53)","(80.72, 66.55, 93.32, 39.78)","(87.2, 73.48, 93.78, 53.18)","(69.09, 56.62, 93.52, 19.72)","(86.75, 72.62, 94.12, 51.12)"
