model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",ldm-text2im-large-256,stable-diffusion-v1-4,stable-diffusion-v1-5,stable-diffusion-2-1,stable-diffusion-xl-base-1.0,stable-diffusion-xl-refiner-1.0,sd-turbo,sdxl-turbo,lcm-lora-sdv1-5,lcm-lora-sdxl,sd-controlnet-canny,sd21-controlnet-canny,controlnet-canny-sdxl-1.0,stable-diffusion-inpainting,stable-diffusion-2-inpainting,stable-diffusion-xl-1.0-inpainting-0.1
drct-convnext-b,"(97.52, 87.02, 98.64, 75.4)","(100.0, 99.32, 98.64, 100.0)","(100.0, 99.31, 98.64, 99.98)","(99.99, 99.29, 98.64, 99.94)","(99.1, 92.95, 98.64, 87.26)","(96.42, 77.27, 98.64, 55.9)","(97.28, 82.13, 98.64, 65.62)","(97.74, 84.82, 98.64, 71.0)","(90.42, 62.67, 98.64, 26.7)","(99.95, 98.9, 98.64, 99.16)","(95.82, 74.28, 98.64, 49.92)","(99.99, 99.29, 98.64, 99.94)","(98.99, 91.31, 98.64, 83.98)","(94.52, 75.22, 98.64, 51.8)","(99.97, 99.0, 98.64, 99.36)","(98.36, 87.31, 98.64, 75.98)","(91.78, 69.26, 98.64, 39.88)"
drct-clip-vit-l-14,"(89.33, 79.91, 72.56, 87.25)","(98.18, 85.68, 72.56, 98.8)","(96.62, 85.12, 72.56, 97.68)","(96.37, 84.96, 72.56, 97.36)","(94.41, 83.9, 72.56, 95.24)","(96.97, 85.22, 72.56, 97.88)","(93.7, 83.38, 72.56, 94.2)","(91.52, 81.93, 72.56, 91.3)","(91.27, 81.63, 72.56, 90.7)","(91.41, 81.75, 72.56, 90.94)","(96.65, 85.07, 72.56, 97.58)","(95.65, 84.67, 72.56, 96.78)","(92.04, 82.4, 72.56, 92.24)","(90.98, 82.01, 72.56, 91.46)","(75.2, 69.53, 72.56, 66.5)","(66.31, 62.54, 72.56, 52.52)","(62.03, 58.71, 72.56, 44.86)"
