model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",ldm-text2im-large-256,stable-diffusion-v1-4,stable-diffusion-v1-5,stable-diffusion-2-1,stable-diffusion-xl-base-1.0,stable-diffusion-xl-refiner-1.0,sd-turbo,sdxl-turbo,lcm-lora-sdv1-5,lcm-lora-sdxl,sd-controlnet-canny,sd21-controlnet-canny,controlnet-canny-sdxl-1.0,stable-diffusion-inpainting,stable-diffusion-2-inpainting,stable-diffusion-xl-1.0-inpainting-0.1
drct-convnext-b,"(99.3, 89.61, 99.84, 79.38)","(100.0, 99.92, 99.84, 100.0)","(100.0, 99.91, 99.84, 99.98)","(100.0, 99.91, 99.84, 99.98)","(99.93, 97.17, 99.84, 94.5)","(99.56, 84.47, 99.84, 69.1)","(99.54, 84.84, 99.84, 69.84)","(99.49, 85.39, 99.84, 70.94)","(98.63, 70.31, 99.84, 40.78)","(99.99, 99.11, 99.84, 98.38)","(98.89, 76.77, 99.84, 53.7)","(100.0, 99.87, 99.84, 99.9)","(99.73, 90.27, 99.84, 80.7)","(99.2, 84.97, 99.84, 70.1)","(100.0, 99.91, 99.84, 99.98)","(99.19, 89.62, 99.84, 79.4)","(94.58, 71.28, 99.84, 42.72)"
drct-clip-vit-l-14,"(97.49, 92.76, 95.74, 89.78)","(99.77, 97.57, 95.74, 99.4)","(99.79, 97.64, 95.74, 99.54)","(99.78, 97.58, 95.74, 99.42)","(99.51, 97.25, 95.74, 98.76)","(99.75, 97.69, 95.74, 99.64)","(99.16, 96.34, 95.74, 96.94)","(99.46, 97.2, 95.74, 98.66)","(99.36, 97.13, 95.74, 98.52)","(99.3, 96.74, 95.74, 97.74)","(99.6, 97.53, 95.74, 99.32)","(99.7, 97.6, 95.74, 99.46)","(99.34, 96.88, 95.74, 98.02)","(99.02, 96.22, 95.74, 96.7)","(94.98, 84.46, 95.74, 73.18)","(88.64, 71.98, 95.74, 48.22)","(82.73, 64.31, 95.74, 32.88)"
