model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",ldm-text2im-large-256,stable-diffusion-v1-4,stable-diffusion-v1-5,stable-diffusion-2-1,stable-diffusion-xl-base-1.0,stable-diffusion-xl-refiner-1.0,sd-turbo,sdxl-turbo,lcm-lora-sdv1-5,lcm-lora-sdxl,sd-controlnet-canny,sd21-controlnet-canny,controlnet-canny-sdxl-1.0,stable-diffusion-inpainting,stable-diffusion-2-inpainting,stable-diffusion-xl-1.0-inpainting-0.1
drct-convnext-b,"(98.32, 92.77, 97.16, 88.38)","(100.0, 98.57, 97.2, 99.94)","(100.0, 98.59, 97.2, 99.98)","(100.0, 98.57, 97.16, 99.98)","(99.83, 97.93, 97.2, 98.66)","(96.58, 85.4, 97.06, 73.74)","(98.38, 92.18, 97.16, 87.2)","(98.66, 93.07, 97.06, 89.08)","(92.41, 74.84, 97.26, 52.42)","(99.94, 98.35, 97.2, 99.5)","(95.29, 82.49, 96.96, 68.02)","(100.0, 98.5, 97.04, 99.96)","(99.09, 94.82, 97.28, 92.36)","(97.56, 90.29, 97.16, 83.42)","(100.0, 98.55, 97.12, 99.98)","(99.02, 94.85, 97.26, 92.44)","(96.42, 87.37, 97.28, 77.46)"
drct-clip-vit-l-14,"(90.02, 77.91, 65.23, 90.6)","(94.39, 80.66, 64.84, 96.48)","(97.58, 82.16, 65.02, 99.3)","(97.52, 82.32, 65.52, 99.12)","(95.88, 81.68, 65.32, 98.04)","(98.35, 82.54, 65.52, 99.56)","(94.87, 81.33, 65.08, 97.58)","(97.27, 82.13, 64.98, 99.28)","(95.87, 82.01, 65.42, 98.6)","(95.97, 81.76, 65.2, 98.32)","(97.28, 82.36, 65.44, 99.28)","(96.53, 82.04, 65.42, 98.66)","(94.65, 81.3, 64.96, 97.64)","(91.86, 80.55, 65.32, 95.78)","(66.9, 63.3, 65.16, 61.44)","(62.74, 60.76, 65.66, 55.86)","(62.62, 59.74, 64.86, 54.62)"
