model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",ldm-text2im-large-256,stable-diffusion-v1-4,stable-diffusion-v1-5,stable-diffusion-2-1,stable-diffusion-xl-base-1.0,stable-diffusion-xl-refiner-1.0,sd-turbo,sdxl-turbo,lcm-lora-sdv1-5,lcm-lora-sdxl,sd-controlnet-canny,sd21-controlnet-canny,controlnet-canny-sdxl-1.0,stable-diffusion-inpainting,stable-diffusion-2-inpainting,stable-diffusion-xl-1.0-inpainting-0.1
drct-convnext-b,"(91.93, 81.34, 93.98, 68.69)","(99.93, 96.82, 93.98, 99.66)","(99.84, 96.74, 93.98, 99.5)","(99.85, 96.77, 93.98, 99.56)","(96.52, 88.41, 93.98, 82.84)","(88.46, 72.71, 93.98, 51.44)","(92.14, 79.69, 93.98, 65.4)","(85.34, 68.44, 93.98, 42.9)","(79.21, 62.27, 93.98, 30.56)","(99.18, 95.13, 93.98, 96.28)","(88.46, 73.21, 93.98, 52.44)","(99.72, 96.31, 93.98, 98.64)","(90.22, 75.41, 93.98, 56.84)","(85.32, 69.85, 93.98, 45.72)","(98.95, 94.24, 93.98, 94.5)","(88.11, 72.13, 93.98, 50.28)","(79.63, 63.26, 93.98, 32.54)"
drct-clip-vit-l-14,"(83.96, 75.89, 70.08, 81.69)","(96.88, 84.0, 70.08, 97.92)","(91.28, 81.19, 70.08, 92.3)","(90.83, 80.96, 70.08, 91.84)","(91.1, 81.46, 70.08, 92.84)","(91.91, 81.78, 70.08, 93.48)","(91.16, 81.22, 70.08, 92.36)","(86.91, 78.12, 70.08, 86.16)","(84.97, 76.99, 70.08, 83.9)","(85.33, 77.43, 70.08, 84.78)","(92.39, 82.35, 70.08, 94.62)","(89.87, 79.98, 70.08, 89.88)","(87.25, 78.9, 70.08, 87.72)","(86.78, 78.85, 70.08, 87.62)","(62.56, 59.85, 70.08, 49.62)","(57.57, 55.81, 70.08, 41.54)","(56.61, 55.29, 70.08, 40.5)"
