model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",ldm-text2im-large-256,stable-diffusion-v1-4,stable-diffusion-v1-5,stable-diffusion-2-1,stable-diffusion-xl-base-1.0,stable-diffusion-xl-refiner-1.0,sd-turbo,sdxl-turbo,lcm-lora-sdv1-5,lcm-lora-sdxl,sd-controlnet-canny,sd21-controlnet-canny,controlnet-canny-sdxl-1.0,stable-diffusion-inpainting,stable-diffusion-2-inpainting,stable-diffusion-xl-1.0-inpainting-0.1
drct-convnext-b,"(96.02, 89.05, 88.71, 89.39)","(99.89, 94.29, 88.74, 99.84)","(99.84, 94.06, 88.34, 99.78)","(99.83, 94.17, 88.6, 99.74)","(98.58, 92.65, 88.34, 96.96)","(91.48, 82.68, 88.84, 76.52)","(94.04, 86.27, 88.6, 83.94)","(95.2, 87.87, 88.66, 87.08)","(86.39, 76.78, 88.96, 64.6)","(99.36, 93.78, 88.92, 98.64)","(94.18, 86.67, 88.74, 84.6)","(99.88, 94.24, 88.6, 99.88)","(97.18, 91.02, 89.18, 92.86)","(94.87, 87.18, 88.44, 85.92)","(99.84, 94.36, 89.0, 99.72)","(95.67, 88.45, 88.92, 87.98)","(90.09, 80.34, 88.5, 72.18)"
drct-clip-vit-l-14,"(84.52, 73.21, 58.28, 88.14)","(87.8, 75.72, 58.12, 93.32)","(91.56, 77.26, 58.4, 96.12)","(91.69, 77.49, 58.72, 96.26)","(89.0, 76.4, 58.18, 94.62)","(93.21, 77.88, 58.2, 97.56)","(90.38, 76.76, 57.46, 96.06)","(91.56, 77.19, 58.22, 96.16)","(88.63, 76.12, 58.24, 94.0)","(90.01, 76.87, 59.0, 94.74)","(91.99, 77.62, 58.5, 96.74)","(91.56, 77.03, 58.48, 95.58)","(86.06, 74.7, 58.14, 91.26)","(83.37, 73.27, 57.96, 88.58)","(65.75, 60.91, 57.98, 63.84)","(59.22, 58.17, 58.14, 58.2)","(60.61, 57.94, 58.66, 57.22)"
