model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",ldm-text2im-large-256,stable-diffusion-v1-4,stable-diffusion-v1-5,stable-diffusion-2-1,stable-diffusion-xl-base-1.0,stable-diffusion-xl-refiner-1.0,sd-turbo,sdxl-turbo,lcm-lora-sdv1-5,lcm-lora-sdxl,sd-controlnet-canny,sd21-controlnet-canny,controlnet-canny-sdxl-1.0,stable-diffusion-inpainting,stable-diffusion-2-inpainting,stable-diffusion-xl-1.0-inpainting-0.1
drct-convnext-b,"(99.16, 89.56, 99.8, 79.31)","(100.0, 99.89, 99.8, 99.98)","(100.0, 99.9, 99.8, 100.0)","(100.0, 99.89, 99.8, 99.98)","(99.85, 95.89, 99.8, 91.98)","(99.44, 83.55, 99.8, 67.3)","(99.28, 84.79, 99.8, 69.78)","(99.68, 91.01, 99.8, 82.22)","(98.22, 69.3, 99.8, 38.8)","(99.99, 99.66, 99.8, 99.52)","(99.21, 78.43, 99.8, 57.06)","(100.0, 99.89, 99.8, 99.98)","(99.83, 94.54, 99.8, 89.28)","(98.41, 79.11, 99.8, 58.42)","(100.0, 99.8, 99.8, 99.8)","(99.23, 89.05, 99.8, 78.3)","(93.46, 68.2, 99.8, 36.6)"
drct-clip-vit-l-14,"(94.8, 89.17, 94.22, 84.11)","(99.79, 96.76, 94.22, 99.3)","(99.72, 96.72, 94.22, 99.22)","(99.7, 96.7, 94.22, 99.18)","(99.29, 95.93, 94.22, 97.64)","(99.49, 96.36, 94.22, 98.5)","(98.48, 93.8, 94.22, 93.38)","(98.69, 94.56, 94.22, 94.9)","(98.34, 93.76, 94.22, 93.3)","(98.48, 93.78, 94.22, 93.34)","(99.16, 95.67, 94.22, 97.12)","(99.47, 96.11, 94.22, 98.0)","(98.38, 93.5, 94.22, 92.78)","(98.12, 93.07, 94.22, 91.92)","(88.52, 74.34, 94.22, 54.46)","(73.72, 59.66, 94.22, 25.1)","(67.48, 55.94, 94.22, 17.66)"
