model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",ldm-text2im-large-256,stable-diffusion-v1-4,stable-diffusion-v1-5,stable-diffusion-2-1,stable-diffusion-xl-base-1.0,stable-diffusion-xl-refiner-1.0,sd-turbo,sdxl-turbo,lcm-lora-sdv1-5,lcm-lora-sdxl,sd-controlnet-canny,sd21-controlnet-canny,controlnet-canny-sdxl-1.0,stable-diffusion-inpainting,stable-diffusion-2-inpainting,stable-diffusion-xl-1.0-inpainting-0.1
drct-convnext-b,"(94.77, 87.28, 87.67, 86.9)","(99.55, 93.26, 87.36, 99.16)","(99.37, 93.44, 87.94, 98.94)","(99.45, 93.43, 87.56, 99.3)","(97.15, 90.51, 87.6, 93.42)","(90.66, 81.82, 87.18, 76.46)","(92.06, 83.84, 87.72, 79.96)","(92.93, 84.48, 87.64, 81.32)","(86.29, 76.84, 87.76, 65.92)","(98.61, 92.52, 87.94, 97.1)","(94.42, 87.51, 87.42, 87.6)","(99.39, 93.23, 87.42, 99.04)","(95.77, 88.89, 87.84, 89.94)","(93.34, 85.0, 87.44, 82.56)","(99.02, 92.92, 87.94, 97.9)","(92.47, 83.55, 88.28, 78.82)","(85.79, 75.32, 87.7, 62.94)"
drct-clip-vit-l-14,"(83.85, 69.0, 46.12, 91.89)","(87.58, 70.76, 46.16, 95.36)","(92.61, 72.23, 46.3, 98.16)","(92.42, 71.85, 45.6, 98.1)","(89.03, 71.43, 45.74, 97.12)","(92.27, 72.31, 46.4, 98.22)","(87.82, 71.19, 45.9, 96.48)","(90.2, 71.74, 45.94, 97.54)","(87.55, 71.24, 45.94, 96.54)","(88.81, 71.06, 45.86, 96.26)","(90.75, 71.92, 46.52, 97.32)","(92.89, 72.1, 45.82, 98.38)","(84.63, 69.85, 45.92, 93.78)","(80.23, 68.55, 46.2, 90.9)","(66.54, 61.98, 46.62, 77.34)","(58.03, 57.28, 46.76, 67.8)","(60.31, 58.57, 46.24, 70.9)"
