model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",ldm-text2im-large-256,stable-diffusion-v1-4,stable-diffusion-v1-5,stable-diffusion-2-1,stable-diffusion-xl-base-1.0,stable-diffusion-xl-refiner-1.0,sd-turbo,sdxl-turbo,lcm-lora-sdv1-5,lcm-lora-sdxl,sd-controlnet-canny,sd21-controlnet-canny,controlnet-canny-sdxl-1.0,stable-diffusion-inpainting,stable-diffusion-2-inpainting,stable-diffusion-xl-1.0-inpainting-0.1
drct-convnext-b,"(95.36, 85.9, 95.52, 76.28)","(99.97, 97.69, 95.52, 99.86)","(99.95, 97.71, 95.52, 99.9)","(99.95, 97.74, 95.52, 99.96)","(98.65, 93.63, 95.52, 91.74)","(94.2, 80.74, 95.52, 65.96)","(95.69, 85.7, 95.52, 75.88)","(93.04, 78.47, 95.52, 61.42)","(87.83, 68.4, 95.52, 41.28)","(99.69, 97.06, 95.52, 98.6)","(93.1, 78.76, 95.52, 62.0)","(99.91, 97.57, 95.52, 99.62)","(95.49, 83.92, 95.52, 72.32)","(91.6, 76.17, 95.52, 56.82)","(99.59, 96.54, 95.52, 97.56)","(92.86, 78.08, 95.52, 60.64)","(84.22, 66.23, 95.52, 36.94)"
drct-clip-vit-l-14,"(87.26, 78.73, 73.06, 84.4)","(97.34, 85.49, 73.06, 97.92)","(94.24, 84.0, 73.06, 94.94)","(93.81, 83.73, 73.06, 94.4)","(93.45, 83.73, 73.06, 94.4)","(95.78, 85.1, 73.06, 97.14)","(93.74, 83.53, 73.06, 94.0)","(91.95, 82.45, 73.06, 91.84)","(91.16, 82.07, 73.06, 91.08)","(91.15, 82.47, 73.06, 91.88)","(95.66, 85.15, 73.06, 97.24)","(92.92, 83.07, 73.06, 93.08)","(92.16, 82.85, 73.06, 92.64)","(90.56, 81.77, 73.06, 90.48)","(65.42, 61.63, 73.06, 50.2)","(59.34, 57.02, 73.06, 40.98)","(57.5, 55.62, 73.06, 38.18)"
