model,"(mAP, mAcc, mAcc_Real, mAcc_fake)",ldm-text2im-large-256,stable-diffusion-v1-4,stable-diffusion-v1-5,stable-diffusion-2-1,stable-diffusion-xl-base-1.0,stable-diffusion-xl-refiner-1.0,sd-turbo,sdxl-turbo,lcm-lora-sdv1-5,lcm-lora-sdxl,sd-controlnet-canny,sd21-controlnet-canny,controlnet-canny-sdxl-1.0,stable-diffusion-inpainting,stable-diffusion-2-inpainting,stable-diffusion-xl-1.0-inpainting-0.1
drct-convnext-b,"(98.62, 87.91, 99.56, 76.26)","(100.0, 99.7, 99.56, 99.84)","(100.0, 99.75, 99.56, 99.94)","(100.0, 99.72, 99.56, 99.88)","(99.06, 92.03, 99.56, 84.5)","(98.01, 73.79, 99.56, 48.02)","(98.98, 88.08, 99.56, 76.6)","(99.24, 87.45, 99.56, 75.34)","(97.33, 70.37, 99.56, 41.18)","(99.98, 99.31, 99.56, 99.06)","(97.01, 70.78, 99.56, 42.0)","(100.0, 99.65, 99.56, 99.74)","(99.57, 92.3, 99.56, 85.04)","(97.56, 78.84, 99.56, 58.12)","(100.0, 99.77, 99.56, 99.98)","(98.69, 86.69, 99.56, 73.82)","(92.53, 68.36, 99.56, 37.16)"
drct-clip-vit-l-14,"(93.6, 87.52, 95.4, 79.65)","(99.38, 96.54, 95.4, 97.68)","(99.37, 96.46, 95.4, 97.52)","(99.3, 96.43, 95.4, 97.46)","(98.81, 94.81, 95.4, 94.22)","(99.53, 96.96, 95.4, 98.52)","(98.53, 94.14, 95.4, 92.88)","(98.26, 93.27, 95.4, 91.14)","(98.03, 92.55, 95.4, 89.7)","(97.99, 92.21, 95.4, 89.02)","(99.22, 96.14, 95.4, 96.88)","(98.79, 94.93, 95.4, 94.46)","(98.08, 92.61, 95.4, 89.82)","(97.37, 90.66, 95.4, 85.92)","(82.2, 64.18, 95.4, 32.96)","(68.34, 55.05, 95.4, 14.7)","(64.34, 53.44, 95.4, 11.48)"
